Direction,time,Rate
Write,2023-6-29-09:22:40,2055.4
Read,2023-6-29-09:22:40,2056.4
Write,2023-6-29-09:22:40,2056.4
Read,2023-6-29-09:22:40,2055.5
Write,2023-6-29-09:22:41,2055.4
Read,2023-6-29-09:22:41,2056.3
Write,2023-6-29-09:22:41,2055.8
Read,2023-6-29-09:22:41,2055.8
Write,2023-6-29-09:22:42,2055.4
Read,2023-6-29-09:22:42,2056.2
Write,2023-6-29-09:22:42,2056.1
Read,2023-6-29-09:22:42,2055.4
Write,2023-6-29-09:22:43,2055.6
Read,2023-6-29-09:22:43,2056.2
Write,2023-6-29-09:22:43,2056.3
Read,2023-6-29-09:22:43,2055.6
Write,2023-6-29-09:22:44,2055.6
Read,2023-6-29-09:22:44,2055.6
Write,2023-6-29-09:22:44,2055.6
Read,2023-6-29-09:22:44,2056.6
Write,2023-6-29-09:22:45,2055.6
Read,2023-6-29-09:22:45,2055.5
Write,2023-6-29-09:22:45,2055.8
Read,2023-6-29-09:22:45,2055.9
Write,2023-6-29-09:22:46,2056.1
Read,2023-6-29-09:22:46,2056.2
Write,2023-6-29-09:22:46,2056.1
Read,2023-6-29-09:22:46,2055.7
Write,2023-6-29-09:22:47,2055.7
Read,2023-6-29-09:22:47,2055.9
Write,2023-6-29-09:22:47,2055.8
Read,2023-6-29-09:22:47,2055.8
Write,2023-6-29-09:22:48,2055.4
Read,2023-6-29-09:22:48,2055.7
Write,2023-6-29-09:22:48,2056.3
Read,2023-6-29-09:22:48,2055.6
Write,2023-6-29-09:22:49,2055.3
Read,2023-6-29-09:22:49,2055.9
Write,2023-6-29-09:22:49,2056.2
Read,2023-6-29-09:22:49,2056.2
Write,2023-6-29-09:22:50,2055.8
Read,2023-6-29-09:22:50,2055.8
Write,2023-6-29-09:22:50,2055.8
Read,2023-6-29-09:22:50,2051.3
Write,2023-6-29-09:22:51,2055.6
Read,2023-6-29-09:22:51,2059.8
Write,2023-6-29-09:22:51,2056.1
Read,2023-6-29-09:22:51,2056.3
Write,2023-6-29-09:22:52,2055.7
Read,2023-6-29-09:22:52,2056.4
Write,2023-6-29-09:22:52,2055.5
Read,2023-6-29-09:22:52,2055.2
Write,2023-6-29-09:22:53,2055.7
Read,2023-6-29-09:22:53,2055.4
Write,2023-6-29-09:22:53,2056.1
Read,2023-6-29-09:22:53,2057.1
Write,2023-6-29-09:22:54,2055.5
Read,2023-6-29-09:22:54,2055.3
Write,2023-6-29-09:22:54,2056.2
Read,2023-6-29-09:22:54,2056.6
Write,2023-6-29-09:22:55,2055.7
Read,2023-6-29-09:22:55,2055.4
Write,2023-6-29-09:22:55,2055.8
Read,2023-6-29-09:22:55,2056.7
Write,2023-6-29-09:22:56,2056.5
Read,2023-6-29-09:22:56,2056.0
Write,2023-6-29-09:22:56,2056.0
Read,2023-6-29-09:22:56,2055.8
Write,2023-6-29-09:22:57,2056.0
Read,2023-6-29-09:22:57,2056.0
Write,2023-6-29-09:22:57,2055.8
Read,2023-6-29-09:22:57,2055.9
Write,2023-6-29-09:22:58,2055.8
Read,2023-6-29-09:22:58,2056.5
Write,2023-6-29-09:22:58,2055.9
Read,2023-6-29-09:22:58,2055.4
Write,2023-6-29-09:22:59,2056.0
Read,2023-6-29-09:22:59,2055.7
Write,2023-6-29-09:22:59,2056.0
Read,2023-6-29-09:22:59,2056.2
Write,2023-6-29-09:23:00,2055.8
Read,2023-6-29-09:23:00,2055.4
Write,2023-6-29-09:23:00,2055.6
Read,2023-6-29-09:23:00,2056.7
Write,2023-6-29-09:23:01,2056.1
Read,2023-6-29-09:23:01,2056.0
Write,2023-6-29-09:23:01,2056.3
Read,2023-6-29-09:23:01,2055.5
Write,2023-6-29-09:23:02,2055.5
Read,2023-6-29-09:23:02,2056.0
Write,2023-6-29-09:23:02,2056.3
Read,2023-6-29-09:23:02,2056.1
Write,2023-6-29-09:23:03,2055.5
Read,2023-6-29-09:23:03,2056.1
Write,2023-6-29-09:23:03,2056.1
Read,2023-6-29-09:23:03,2055.9
Write,2023-6-29-09:23:04,2056.2
Read,2023-6-29-09:23:04,2055.8
Write,2023-6-29-09:23:04,2055.8
Read,2023-6-29-09:23:04,2056.0
Write,2023-6-29-09:23:05,2055.6
Read,2023-6-29-09:23:05,2055.6
Write,2023-6-29-09:23:05,2056.0
Read,2023-6-29-09:23:05,2056.4
Write,2023-6-29-09:23:06,2055.5
Read,2023-6-29-09:23:06,2055.4
Write,2023-6-29-09:23:06,2056.0
Read,2023-6-29-09:23:06,2055.8
Write,2023-6-29-09:23:07,2056.0
Read,2023-6-29-09:23:07,2056.3
Write,2023-6-29-09:23:07,2056.0
Read,2023-6-29-09:23:07,2056.0
Write,2023-6-29-09:23:08,2056.1
Read,2023-6-29-09:23:08,2056.0
Write,2023-6-29-09:23:08,2056.1
Read,2023-6-29-09:23:08,2056.2
Write,2023-6-29-09:23:09,2055.9
Read,2023-6-29-09:23:09,2055.5
Write,2023-6-29-09:23:09,2056.2
Read,2023-6-29-09:23:09,2056.6
Write,2023-6-29-09:23:10,2055.4
Read,2023-6-29-09:23:10,2055.6
Write,2023-6-29-09:23:10,2055.9
Read,2023-6-29-09:23:10,2056.3
Write,2023-6-29-09:23:11,2056.0
Read,2023-6-29-09:23:11,2056.0
Write,2023-6-29-09:23:11,2054.7
Read,2023-6-29-09:23:11,2055.6
Write,2023-6-29-09:23:12,2056.8
Read,2023-6-29-09:23:12,2056.0
Write,2023-6-29-09:23:12,2056.1
Read,2023-6-29-09:23:12,2056.3
Write,2023-6-29-09:23:13,2055.8
Read,2023-6-29-09:23:13,2056.0
Write,2023-6-29-09:23:13,2055.5
Read,2023-6-29-09:23:13,2055.7
Write,2023-6-29-09:23:14,2056.1
Read,2023-6-29-09:23:14,2055.6
Write,2023-6-29-09:23:14,2056.2
Read,2023-6-29-09:23:14,2056.7
Write,2023-6-29-09:23:15,2055.3
Read,2023-6-29-09:23:15,2055.8
Write,2023-6-29-09:23:15,2055.6
Read,2023-6-29-09:23:15,2056.1
Write,2023-6-29-09:23:16,2055.8
Read,2023-6-29-09:23:16,2055.8
Write,2023-6-29-09:23:16,2056.7
Read,2023-6-29-09:23:16,2055.6
Write,2023-6-29-09:23:17,2054.2
Read,2023-6-29-09:23:17,2056.2
Write,2023-6-29-09:23:17,2057.1
Read,2023-6-29-09:23:17,2056.1
Write,2023-6-29-09:23:18,2056.4
Read,2023-6-29-09:23:18,2055.5
Write,2023-6-29-09:23:18,2055.1
Read,2023-6-29-09:23:18,2055.7
Write,2023-6-29-09:23:19,2056.4
Read,2023-6-29-09:23:19,2056.0
Write,2023-6-29-09:23:19,2056.1
Read,2023-6-29-09:23:19,2055.9
Write,2023-6-29-09:23:20,2055.0
Read,2023-6-29-09:23:20,2055.9
Write,2023-6-29-09:23:20,2056.6
Read,2023-6-29-09:23:20,2055.8
Write,2023-6-29-09:23:21,2055.6
Read,2023-6-29-09:23:21,2056.4
Write,2023-6-29-09:23:21,2056.1
Read,2023-6-29-09:23:21,2055.7
Write,2023-6-29-09:23:22,2055.5
Read,2023-6-29-09:23:22,2055.5
Write,2023-6-29-09:23:22,2056.2
Read,2023-6-29-09:23:22,2056.3
Write,2023-6-29-09:23:23,2055.5
Read,2023-6-29-09:23:23,2055.5
Write,2023-6-29-09:23:23,2055.8
Read,2023-6-29-09:23:23,2056.4
Write,2023-6-29-09:23:24,2056.2
Read,2023-6-29-09:23:24,2055.1
Write,2023-6-29-09:23:24,2055.8
Read,2023-6-29-09:23:24,2055.7
Write,2023-6-29-09:23:25,2055.5
Read,2023-6-29-09:23:25,2055.9
Write,2023-6-29-09:23:25,2055.7
Read,2023-6-29-09:23:25,2056.3
Write,2023-6-29-09:23:25,2055.5
Read,2023-6-29-09:23:26,2055.7
Write,2023-6-29-09:23:26,2056.3
Read,2023-6-29-09:23:26,2055.9
Write,2023-6-29-09:23:26,2056.0
Read,2023-6-29-09:23:27,2055.4
Write,2023-6-29-09:23:27,2055.7
Read,2023-6-29-09:23:27,2055.7
Write,2023-6-29-09:23:27,2055.2
Read,2023-6-29-09:23:28,2055.4
Write,2023-6-29-09:23:28,2056.0
Read,2023-6-29-09:23:28,2056.6
Write,2023-6-29-09:23:28,2055.8
Read,2023-6-29-09:23:29,2055.9
Write,2023-6-29-09:23:29,2056.2
Read,2023-6-29-09:23:29,2055.8
Write,2023-6-29-09:23:29,2055.4
Read,2023-6-29-09:23:30,2056.0
Write,2023-6-29-09:23:30,2056.0
Read,2023-6-29-09:23:30,2055.9
Write,2023-6-29-09:23:30,2055.7
Read,2023-6-29-09:23:31,2055.9
Write,2023-6-29-09:23:31,2056.3
Read,2023-6-29-09:23:31,2055.8
Write,2023-6-29-09:23:31,2056.1
Read,2023-6-29-09:23:32,2056.0
Write,2023-6-29-09:23:32,2055.3
Read,2023-6-29-09:23:32,2056.3
Write,2023-6-29-09:23:32,2056.0
Read,2023-6-29-09:23:33,2055.2
Write,2023-6-29-09:23:33,2056.3
Read,2023-6-29-09:23:33,2056.0
Write,2023-6-29-09:23:33,2056.0
Read,2023-6-29-09:23:34,2055.9
Write,2023-6-29-09:23:34,2055.4
Read,2023-6-29-09:23:34,2055.7
Write,2023-6-29-09:23:34,2055.8
Read,2023-6-29-09:23:35,2056.4
Write,2023-6-29-09:23:35,2055.5
Read,2023-6-29-09:23:35,2055.7
Write,2023-6-29-09:23:35,2056.1
Read,2023-6-29-09:23:36,2055.9
Write,2023-6-29-09:23:36,2055.2
Read,2023-6-29-09:23:36,2055.5
Write,2023-6-29-09:23:36,2056.2
Read,2023-6-29-09:23:37,2055.6
Write,2023-6-29-09:23:37,2055.4
Read,2023-6-29-09:23:37,2055.9
Write,2023-6-29-09:23:37,2055.8
Read,2023-6-29-09:23:38,2055.7
Write,2023-6-29-09:23:38,2056.4
Read,2023-6-29-09:23:38,2056.5
Write,2023-6-29-09:23:38,2055.7
Read,2023-6-29-09:23:39,2055.6
Write,2023-6-29-09:23:39,2055.5
Read,2023-6-29-09:23:39,2056.1
Write,2023-6-29-09:23:39,2055.8
Read,2023-6-29-09:23:40,2055.9
Write,2023-6-29-09:23:40,2055.9
Read,2023-6-29-09:23:40,2055.7
Write,2023-6-29-09:23:40,2055.7
Read,2023-6-29-09:23:41,2056.3
Write,2023-6-29-09:23:41,2055.8
Read,2023-6-29-09:23:41,2055.8
Write,2023-6-29-09:23:41,2056.2
Read,2023-6-29-09:23:42,2055.0
Write,2023-6-29-09:23:42,2055.0
Read,2023-6-29-09:23:42,2056.4
Write,2023-6-29-09:23:42,2056.3
Read,2023-6-29-09:23:43,2055.7
Write,2023-6-29-09:23:43,2056.0
Read,2023-6-29-09:23:43,2056.1
Write,2023-6-29-09:23:43,2055.7
Read,2023-6-29-09:23:44,2055.4
Write,2023-6-29-09:23:44,2055.4
Read,2023-6-29-09:23:44,2055.5
Write,2023-6-29-09:23:44,2055.9
Read,2023-6-29-09:23:45,2055.8
Write,2023-6-29-09:23:45,2055.2
Read,2023-6-29-09:23:45,2055.8
Write,2023-6-29-09:23:45,2056.4
Read,2023-6-29-09:23:46,2056.3
Write,2023-6-29-09:23:46,2055.4
Read,2023-6-29-09:23:46,2055.8
Write,2023-6-29-09:23:46,2056.2
Read,2023-6-29-09:23:47,2055.6
Write,2023-6-29-09:23:47,2055.9
Read,2023-6-29-09:23:47,2055.9
Write,2023-6-29-09:23:47,2055.7
Read,2023-6-29-09:23:48,2055.7
Write,2023-6-29-09:23:48,2055.4
Read,2023-6-29-09:23:48,2055.8
Write,2023-6-29-09:23:48,2056.2
Read,2023-6-29-09:23:49,2056.2
Write,2023-6-29-09:23:49,2055.6
Read,2023-6-29-09:23:49,2055.3
Write,2023-6-29-09:23:49,2055.3
Read,2023-6-29-09:23:50,2055.6
Write,2023-6-29-09:23:50,2055.9
Read,2023-6-29-09:23:50,2056.0
Write,2023-6-29-09:23:50,2055.4
Read,2023-6-29-09:23:51,2056.2
Write,2023-6-29-09:23:51,2055.9
Read,2023-6-29-09:23:51,2055.6
Write,2023-6-29-09:23:51,2056.0
Read,2023-6-29-09:23:52,2055.8
Write,2023-6-29-09:23:52,2055.6
Read,2023-6-29-09:23:52,2055.1
Write,2023-6-29-09:23:52,2055.5
Read,2023-6-29-09:23:53,2056.0
Write,2023-6-29-09:23:53,2055.5
Read,2023-6-29-09:23:53,2055.8
Write,2023-6-29-09:23:53,2056.4
Read,2023-6-29-09:23:54,2055.7
Write,2023-6-29-09:23:54,2055.9
Read,2023-6-29-09:23:54,2056.0
Write,2023-6-29-09:23:54,2055.7
Read,2023-6-29-09:23:55,2055.9
Write,2023-6-29-09:23:55,2055.8
Read,2023-6-29-09:23:55,2055.2
Write,2023-6-29-09:23:55,2055.3
Read,2023-6-29-09:23:56,2056.5
Write,2023-6-29-09:23:56,2056.4
Read,2023-6-29-09:23:56,2056.1
Write,2023-6-29-09:23:56,2055.6
Read,2023-6-29-09:23:57,2055.3
Write,2023-6-29-09:23:57,2055.7
Read,2023-6-29-09:23:57,2055.8
Write,2023-6-29-09:23:57,2056.0
Read,2023-6-29-09:23:58,2056.4
Write,2023-6-29-09:23:58,2055.5
Read,2023-6-29-09:23:58,2055.1
Write,2023-6-29-09:23:58,2055.7
Read,2023-6-29-09:23:59,2056.4
Write,2023-6-29-09:23:59,2055.6
Read,2023-6-29-09:23:59,2055.6
Write,2023-6-29-09:23:59,2056.5
Read,2023-6-29-09:24:00,2055.6
Write,2023-6-29-09:24:00,2055.8
Read,2023-6-29-09:24:00,2056.0
Write,2023-6-29-09:24:00,2056.0
Read,2023-6-29-09:24:01,2056.2
Write,2023-6-29-09:24:01,2055.5
Read,2023-6-29-09:24:01,2055.6
Write,2023-6-29-09:24:01,2055.7
Read,2023-6-29-09:24:02,2055.5
Write,2023-6-29-09:24:02,2056.2
Read,2023-6-29-09:24:02,2056.0
Write,2023-6-29-09:24:02,2055.6
Read,2023-6-29-09:24:03,2055.9
Write,2023-6-29-09:24:03,2055.5
Read,2023-6-29-09:24:03,2055.7
Write,2023-6-29-09:24:03,2056.0
Read,2023-6-29-09:24:04,2056.3
Write,2023-6-29-09:24:04,2055.9
Read,2023-6-29-09:24:04,2055.5
Write,2023-6-29-09:24:04,2056.3
Read,2023-6-29-09:24:05,2055.7
Write,2023-6-29-09:24:05,2055.8
Read,2023-6-29-09:24:05,2056.0
Write,2023-6-29-09:24:05,2055.6
Read,2023-6-29-09:24:06,2055.9
Write,2023-6-29-09:24:06,2055.7
Read,2023-6-29-09:24:06,2056.1
Write,2023-6-29-09:24:06,2055.9
Read,2023-6-29-09:24:07,2056.0
Write,2023-6-29-09:24:07,2055.7
Read,2023-6-29-09:24:07,2055.4
Write,2023-6-29-09:24:07,2056.4
Read,2023-6-29-09:24:08,2055.6
Write,2023-6-29-09:24:08,2055.6
Read,2023-6-29-09:24:08,2056.5
Write,2023-6-29-09:24:08,2055.7
Read,2023-6-29-09:24:09,2055.4
Write,2023-6-29-09:24:09,2056.1
Read,2023-6-29-09:24:09,2056.5
Write,2023-6-29-09:24:09,2055.7
Read,2023-6-29-09:24:10,2055.4
Write,2023-6-29-09:24:10,2055.6
Read,2023-6-29-09:24:10,2056.2
Write,2023-6-29-09:24:10,2056.2
Read,2023-6-29-09:24:11,2055.5
Write,2023-6-29-09:24:11,2055.5
Read,2023-6-29-09:24:11,2056.1
Write,2023-6-29-09:24:11,2055.5
Read,2023-6-29-09:24:12,2055.9
Write,2023-6-29-09:24:12,2055.9
Read,2023-6-29-09:24:12,2055.8
Write,2023-6-29-09:24:12,2055.9
Read,2023-6-29-09:24:13,2055.4
Write,2023-6-29-09:24:13,2055.6
Read,2023-6-29-09:24:13,2056.0
Write,2023-6-29-09:24:13,2055.7
Read,2023-6-29-09:24:14,2055.8
Write,2023-6-29-09:24:14,2055.6
Read,2023-6-29-09:24:14,2056.1
Write,2023-6-29-09:24:14,2056.3
Read,2023-6-29-09:24:15,2055.4
Write,2023-6-29-09:24:15,2055.6
Read,2023-6-29-09:24:15,2055.8
Write,2023-6-29-09:24:15,2055.4
Read,2023-6-29-09:24:16,2055.9
Write,2023-6-29-09:24:16,2055.3
Read,2023-6-29-09:24:16,2055.6
Write,2023-6-29-09:24:16,2055.9
Read,2023-6-29-09:24:17,2056.2
Write,2023-6-29-09:24:17,2055.4
Read,2023-6-29-09:24:17,2055.8
Write,2023-6-29-09:24:17,2056.7
Read,2023-6-29-09:24:18,2055.5
Write,2023-6-29-09:24:18,2055.3
Read,2023-6-29-09:24:18,2056.9
Write,2023-6-29-09:24:18,2055.9
Read,2023-6-29-09:24:19,2055.4
Write,2023-6-29-09:24:19,2056.2
Read,2023-6-29-09:24:19,2055.8
Write,2023-6-29-09:24:19,2056.1
Read,2023-6-29-09:24:20,2056.6
Write,2023-6-29-09:24:20,2056.0
Read,2023-6-29-09:24:20,2055.4
Write,2023-6-29-09:24:20,2055.7
Read,2023-6-29-09:24:21,2055.8
Write,2023-6-29-09:24:21,2055.5
Read,2023-6-29-09:24:21,2055.8
Write,2023-6-29-09:24:21,2056.3
Read,2023-6-29-09:24:22,2056.5
Write,2023-6-29-09:24:22,2055.7
Read,2023-6-29-09:24:22,2055.2
Write,2023-6-29-09:24:22,2055.3
Read,2023-6-29-09:24:23,2055.9
Write,2023-6-29-09:24:23,2056.0
Read,2023-6-29-09:24:23,2056.2
Write,2023-6-29-09:24:23,2055.4
Read,2023-6-29-09:24:24,2055.5
Write,2023-6-29-09:24:24,2056.3
Read,2023-6-29-09:24:24,2056.3
Write,2023-6-29-09:24:24,2055.0
Read,2023-6-29-09:24:25,2056.0
Write,2023-6-29-09:24:25,2056.2
Read,2023-6-29-09:24:25,2055.0
Write,2023-6-29-09:24:25,2055.9
Read,2023-6-29-09:24:26,2056.1
Write,2023-6-29-09:24:26,2055.5
Read,2023-6-29-09:24:26,2055.6
Write,2023-6-29-09:24:26,2055.5
Read,2023-6-29-09:24:27,2055.5
Write,2023-6-29-09:24:27,2055.9
Read,2023-6-29-09:24:27,2056.6
Write,2023-6-29-09:24:27,2056.1
Read,2023-6-29-09:24:28,2055.4
Write,2023-6-29-09:24:28,2055.2
Read,2023-6-29-09:24:28,2056.5
Write,2023-6-29-09:24:28,2056.1
Read,2023-6-29-09:24:29,2055.2
Write,2023-6-29-09:24:29,2055.9
Read,2023-6-29-09:24:29,2056.4
Write,2023-6-29-09:24:29,2055.8
Read,2023-6-29-09:24:30,2055.7
Write,2023-6-29-09:24:30,2055.8
Read,2023-6-29-09:24:30,2056.3
Write,2023-6-29-09:24:30,2056.1
Read,2023-6-29-09:24:31,2055.6
Write,2023-6-29-09:24:31,2055.8
Read,2023-6-29-09:24:31,2055.9
Write,2023-6-29-09:24:31,2055.6
Read,2023-6-29-09:24:32,2056.2
Write,2023-6-29-09:24:32,2055.9
Read,2023-6-29-09:24:32,2056.3
Write,2023-6-29-09:24:32,2056.5
Read,2023-6-29-09:24:33,2055.7
Write,2023-6-29-09:24:33,2055.9
Read,2023-6-29-09:24:33,2056.4
Write,2023-6-29-09:24:33,2055.7
Read,2023-6-29-09:24:33,2055.5
Write,2023-6-29-09:24:34,2056.4
Read,2023-6-29-09:24:34,2056.2
Write,2023-6-29-09:24:34,2056.0
Read,2023-6-29-09:24:34,2055.9
Write,2023-6-29-09:24:35,2051.4
Read,2023-6-29-09:24:35,2056.0
Write,2023-6-29-09:24:35,2056.5
Read,2023-6-29-09:24:35,2056.1
Write,2023-6-29-09:24:36,2055.5
Read,2023-6-29-09:24:36,2055.4
Write,2023-6-29-09:24:36,2056.4
Read,2023-6-29-09:24:36,2056.7
Write,2023-6-29-09:24:37,2055.8
Read,2023-6-29-09:24:37,2056.0
Write,2023-6-29-09:24:37,2055.7
Read,2023-6-29-09:24:37,2055.3
Write,2023-6-29-09:24:38,2056.2
Read,2023-6-29-09:24:38,2056.8
Write,2023-6-29-09:24:38,2056.0
Read,2023-6-29-09:24:38,2054.9
Write,2023-6-29-09:24:39,2055.3
Read,2023-6-29-09:24:39,2056.2
Write,2023-6-29-09:24:39,2055.7
Read,2023-6-29-09:24:39,2056.0
Write,2023-6-29-09:24:40,2056.1
Read,2023-6-29-09:24:40,2055.8
Write,2023-6-29-09:24:40,2056.5
Read,2023-6-29-09:24:40,2056.0
Write,2023-6-29-09:24:41,2055.9
Read,2023-6-29-09:24:41,2056.1
Write,2023-6-29-09:24:41,2056.0
Read,2023-6-29-09:24:41,2054.3
Write,2023-6-29-09:24:42,2055.5
Read,2023-6-29-09:24:42,2058.0
Write,2023-6-29-09:24:42,2056.9
Read,2023-6-29-09:24:42,2055.7
Write,2023-6-29-09:24:43,2055.3
Read,2023-6-29-09:24:43,2056.3
Write,2023-6-29-09:24:43,2055.6
Read,2023-6-29-09:24:43,2055.4
Write,2023-6-29-09:24:44,2056.1
Read,2023-6-29-09:24:44,2056.6
Write,2023-6-29-09:24:44,2055.2
Read,2023-6-29-09:24:44,2055.8
Write,2023-6-29-09:24:45,2056.5
Read,2023-6-29-09:24:45,2055.6
Write,2023-6-29-09:24:45,2055.7
Read,2023-6-29-09:24:45,2055.6
Write,2023-6-29-09:24:46,2056.2
Read,2023-6-29-09:24:46,2056.0
Write,2023-6-29-09:24:46,2055.9
Read,2023-6-29-09:24:46,2056.5
Write,2023-6-29-09:24:47,2056.1
Read,2023-6-29-09:24:47,2056.2
Write,2023-6-29-09:24:47,2056.3
Read,2023-6-29-09:24:47,2055.2
Write,2023-6-29-09:24:48,2055.5
Read,2023-6-29-09:24:48,2056.1
Write,2023-6-29-09:24:48,2055.8
Read,2023-6-29-09:24:48,2056.1
Write,2023-6-29-09:24:49,2056.4
Read,2023-6-29-09:24:49,2055.9
Write,2023-6-29-09:24:49,2055.5
Read,2023-6-29-09:24:49,2056.5
Write,2023-6-29-09:24:50,2056.5
Read,2023-6-29-09:24:50,2055.7
Write,2023-6-29-09:24:50,2056.1
Read,2023-6-29-09:24:50,2056.1
Write,2023-6-29-09:24:51,2055.2
Read,2023-6-29-09:24:51,2055.7
Write,2023-6-29-09:24:51,2055.8
Read,2023-6-29-09:24:51,2033.9
Write,2023-6-29-09:24:52,2056.8
Read,2023-6-29-09:24:52,2079.3
Write,2023-6-29-09:24:52,2054.5
Read,2023-6-29-09:24:52,2055.6
Write,2023-6-29-09:24:53,2057.5
Read,2023-6-29-09:24:53,2055.9
Write,2023-6-29-09:24:53,2055.9
Read,2023-6-29-09:24:53,2055.9
Write,2023-6-29-09:24:54,2055.1
Read,2023-6-29-09:24:54,2056.0
Write,2023-6-29-09:24:54,2055.9
Read,2023-6-29-09:24:54,2056.0
Write,2023-6-29-09:24:55,2056.0
Read,2023-6-29-09:24:55,2055.3
Write,2023-6-29-09:24:55,2055.7
Read,2023-6-29-09:24:55,2055.5
Write,2023-6-29-09:24:56,2055.8
Read,2023-6-29-09:24:56,2055.9
Write,2023-6-29-09:24:56,2055.5
Read,2023-6-29-09:24:56,2056.2
Write,2023-6-29-09:24:57,2055.5
Read,2023-6-29-09:24:57,2055.4
Write,2023-6-29-09:24:57,2056.0
Read,2023-6-29-09:24:57,2055.9
Write,2023-6-29-09:24:58,2055.9
Read,2023-6-29-09:24:58,2055.3
Write,2023-6-29-09:24:58,2056.2
Read,2023-6-29-09:24:58,2055.6
Write,2023-6-29-09:24:59,2055.4
Read,2023-6-29-09:24:59,2056.2
Write,2023-6-29-09:24:59,2056.1
Read,2023-6-29-09:24:59,2055.7
Write,2023-6-29-09:25:00,2055.5
Read,2023-6-29-09:25:00,2055.7
Write,2023-6-29-09:25:00,2055.6
Read,2023-6-29-09:25:00,2055.5
Write,2023-6-29-09:25:01,2055.9
Read,2023-6-29-09:25:01,2055.8
Write,2023-6-29-09:25:01,2055.1
Read,2023-6-29-09:25:01,2055.9
Write,2023-6-29-09:25:02,2056.1
Read,2023-6-29-09:25:02,2055.8
Write,2023-6-29-09:25:02,2055.5
Read,2023-6-29-09:25:02,2055.6
Write,2023-6-29-09:25:03,2056.1
Read,2023-6-29-09:25:03,2055.8
Write,2023-6-29-09:25:03,2055.9
Read,2023-6-29-09:25:03,2056.0
Write,2023-6-29-09:25:04,2055.6
Read,2023-6-29-09:25:04,2055.4
Write,2023-6-29-09:25:04,2055.8
Read,2023-6-29-09:25:04,2056.5
Write,2023-6-29-09:25:05,2055.7
Read,2023-6-29-09:25:05,2055.5
Write,2023-6-29-09:25:05,2055.9
Read,2023-6-29-09:25:05,2055.9
Write,2023-6-29-09:25:06,2055.4
Read,2023-6-29-09:25:06,2056.2
Write,2023-6-29-09:25:06,2056.0
Read,2023-6-29-09:25:06,2055.6
Write,2023-6-29-09:25:07,2055.6
Read,2023-6-29-09:25:07,2056.1
Write,2023-6-29-09:25:07,2055.6
Read,2023-6-29-09:25:07,2055.6
Write,2023-6-29-09:25:08,2056.3
Read,2023-6-29-09:25:08,2055.9
Write,2023-6-29-09:25:08,2056.0
Read,2023-6-29-09:25:08,2056.6
Write,2023-6-29-09:25:09,2055.8
Read,2023-6-29-09:25:09,2055.2
Write,2023-6-29-09:25:09,2055.7
Read,2023-6-29-09:25:09,2056.2
Write,2023-6-29-09:25:10,2055.9
Read,2023-6-29-09:25:10,2055.3
Write,2023-6-29-09:25:10,2055.8
Read,2023-6-29-09:25:10,2055.7
Write,2023-6-29-09:25:11,2056.0
Read,2023-6-29-09:25:11,2056.1
Write,2023-6-29-09:25:11,2055.3
Read,2023-6-29-09:25:11,2055.9
Write,2023-6-29-09:25:12,2055.7
Read,2023-6-29-09:25:12,2056.1
Write,2023-6-29-09:25:12,2056.3
Read,2023-6-29-09:25:12,2055.6
Write,2023-6-29-09:25:13,2055.4
Read,2023-6-29-09:25:13,2055.2
Write,2023-6-29-09:25:13,2056.0
Read,2023-6-29-09:25:13,2056.5
Write,2023-6-29-09:25:14,2055.6
Read,2023-6-29-09:25:14,2055.4
Write,2023-6-29-09:25:14,2055.8
Read,2023-6-29-09:25:14,2056.2
Write,2023-6-29-09:25:15,2055.4
Read,2023-6-29-09:25:15,2055.7
Write,2023-6-29-09:25:15,2056.4
Read,2023-6-29-09:25:15,2055.4
Write,2023-6-29-09:25:16,2055.5
Read,2023-6-29-09:25:16,2055.8
Write,2023-6-29-09:25:16,2055.6
Read,2023-6-29-09:25:16,2055.8
Write,2023-6-29-09:25:17,2056.1
Read,2023-6-29-09:25:17,2056.3
Write,2023-6-29-09:25:17,2055.6
Read,2023-6-29-09:25:17,2056.1
Write,2023-6-29-09:25:18,2056.0
Read,2023-6-29-09:25:18,2055.4
Write,2023-6-29-09:25:18,2055.2
Read,2023-6-29-09:25:18,2056.0
Write,2023-6-29-09:25:19,2056.3
Read,2023-6-29-09:25:19,2055.8
Write,2023-6-29-09:25:19,2055.6
Read,2023-6-29-09:25:19,2056.3
Write,2023-6-29-09:25:20,2056.4
Read,2023-6-29-09:25:20,2055.7
Write,2023-6-29-09:25:20,2056.0
Read,2023-6-29-09:25:20,2055.8
Write,2023-6-29-09:25:21,2055.4
Read,2023-6-29-09:25:21,2055.9
Write,2023-6-29-09:25:21,2055.7
Read,2023-6-29-09:25:21,2056.0
Write,2023-6-29-09:25:22,2055.7
Read,2023-6-29-09:25:22,2056.3
Write,2023-6-29-09:25:22,2056.3
Read,2023-6-29-09:25:22,2055.9
Write,2023-6-29-09:25:23,2055.8
Read,2023-6-29-09:25:23,2055.7
Write,2023-6-29-09:25:23,2055.4
Read,2023-6-29-09:25:23,2055.3
Write,2023-6-29-09:25:24,2056.1
Read,2023-6-29-09:25:24,2056.1
Write,2023-6-29-09:25:24,2055.5
Read,2023-6-29-09:25:24,2055.7
Write,2023-6-29-09:25:25,2056.4
Read,2023-6-29-09:25:25,2056.6
Write,2023-6-29-09:25:25,2055.5
Read,2023-6-29-09:25:25,2055.9
