,Direction,time,Rate
5042,Read,2023-6-29-09:27:44,2056.4
5043,Write,2023-6-29-09:27:44,2055.7
5044,Read,2023-6-29-09:27:45,2055.4
5045,Write,2023-6-29-09:27:45,2056.0
5046,Read,2023-6-29-09:27:45,2056.2
5047,Write,2023-6-29-09:27:45,2055.3
5048,Read,2023-6-29-09:27:46,2055.7
5049,Write,2023-6-29-09:27:46,2055.8
5050,Read,2023-6-29-09:27:46,2054.5
5051,Write,2023-6-29-09:27:46,2055.7
5052,Read,2023-6-29-09:27:47,2057.3
5053,Write,2023-6-29-09:27:47,2056.1
5054,Read,2023-6-29-09:27:47,2056.3
5055,Write,2023-6-29-09:27:47,2055.3
5056,Read,2023-6-29-09:27:48,2055.5
5057,Write,2023-6-29-09:27:48,2056.1
5058,Read,2023-6-29-09:27:48,2052.7
5059,Write,2023-6-29-09:27:48,2055.5
5060,Read,2023-6-29-09:27:49,2059.0
5061,Write,2023-6-29-09:27:49,2055.7
5062,Read,2023-6-29-09:27:49,2055.6
5063,Write,2023-6-29-09:27:49,2056.3
5064,Read,2023-6-29-09:27:50,2055.7
5065,Write,2023-6-29-09:27:50,2055.8
5066,Read,2023-6-29-09:27:50,2056.1
5067,Write,2023-6-29-09:27:50,2055.4
5068,Read,2023-6-29-09:27:51,2055.6
5069,Write,2023-6-29-09:27:51,2056.2
5070,Read,2023-6-29-09:27:51,2056.2
5071,Write,2023-6-29-09:27:51,2055.5
5072,Read,2023-6-29-09:27:52,2055.6
5073,Write,2023-6-29-09:27:52,2056.1
5074,Read,2023-6-29-09:27:52,2056.3
5075,Write,2023-6-29-09:27:52,2055.9
5076,Read,2023-6-29-09:27:53,2055.5
5077,Write,2023-6-29-09:27:53,2055.2
5078,Read,2023-6-29-09:27:53,2055.6
5079,Write,2023-6-29-09:27:53,2056.2
5080,Read,2023-6-29-09:27:54,2056.2
5081,Write,2023-6-29-09:27:54,2055.4
5082,Read,2023-6-29-09:27:54,2055.5
5083,Write,2023-6-29-09:27:54,2055.8
5084,Read,2023-6-29-09:27:55,2055.5
5085,Write,2023-6-29-09:27:55,2054.7
5086,Read,2023-6-29-09:27:55,2056.7
5087,Write,2023-6-29-09:27:55,2057.0
5088,Read,2023-6-29-09:27:56,2055.8
5089,Write,2023-6-29-09:27:56,2055.6
5090,Read,2023-6-29-09:27:56,2055.6
5091,Write,2023-6-29-09:27:56,2056.3
5092,Read,2023-6-29-09:27:57,2055.9
5093,Write,2023-6-29-09:27:57,2055.7
5094,Read,2023-6-29-09:27:57,2055.4
5095,Write,2023-6-29-09:27:57,2055.5
5096,Read,2023-6-29-09:27:58,2055.9
5097,Write,2023-6-29-09:27:58,2055.9
5098,Read,2023-6-29-09:27:58,2055.8
5099,Write,2023-6-29-09:27:58,2056.3
5100,Read,2023-6-29-09:27:59,2056.2
5101,Write,2023-6-29-09:27:59,2055.1
5102,Read,2023-6-29-09:27:59,2055.7
5103,Write,2023-6-29-09:27:59,2056.3
5104,Read,2023-6-29-09:28:00,2055.6
5105,Write,2023-6-29-09:28:00,2056.0
5106,Read,2023-6-29-09:28:00,2056.1
5107,Write,2023-6-29-09:28:00,2055.7
5108,Read,2023-6-29-09:28:01,2056.2
5109,Write,2023-6-29-09:28:01,2055.4
5110,Read,2023-6-29-09:28:01,2055.3
5111,Write,2023-6-29-09:28:01,2056.3
5112,Read,2023-6-29-09:28:02,2055.7
5113,Write,2023-6-29-09:28:02,2055.1
5114,Read,2023-6-29-09:28:02,2055.8
5115,Write,2023-6-29-09:28:02,2056.3
5116,Read,2023-6-29-09:28:03,2055.6
5117,Write,2023-6-29-09:28:03,2055.9
5118,Read,2023-6-29-09:28:03,2055.7
5119,Write,2023-6-29-09:28:03,2055.4
5120,Read,2023-6-29-09:28:04,2056.3
5121,Write,2023-6-29-09:28:04,2056.0
5122,Read,2023-6-29-09:28:04,2055.6
5123,Write,2023-6-29-09:28:04,2055.4
5124,Read,2023-6-29-09:28:05,2055.7
5125,Write,2023-6-29-09:28:05,2056.1
5126,Read,2023-6-29-09:28:05,2056.3
5127,Write,2023-6-29-09:28:05,2056.1
5128,Read,2023-6-29-09:28:06,2055.7
5129,Write,2023-6-29-09:28:06,2055.0
5130,Read,2023-6-29-09:28:06,2055.6
5131,Write,2023-6-29-09:28:06,2056.3
5132,Read,2023-6-29-09:28:07,2055.8
5133,Write,2023-6-29-09:28:07,2055.3
5134,Read,2023-6-29-09:28:07,2055.9
5135,Write,2023-6-29-09:28:07,2056.3
5136,Read,2023-6-29-09:28:08,2055.2
5137,Write,2023-6-29-09:28:08,2055.3
5138,Read,2023-6-29-09:28:08,2056.5
5139,Write,2023-6-29-09:28:08,2055.5
5140,Read,2023-6-29-09:28:09,2055.8
5141,Write,2023-6-29-09:28:09,2056.2
5142,Read,2023-6-29-09:28:09,2055.3
5143,Write,2023-6-29-09:28:09,2055.3
5144,Read,2023-6-29-09:28:10,2056.2
5145,Write,2023-6-29-09:28:10,2056.2
5146,Read,2023-6-29-09:28:10,2055.4
5147,Write,2023-6-29-09:28:10,2056.2
5148,Read,2023-6-29-09:28:11,2055.9
5149,Write,2023-6-29-09:28:11,2055.3
5150,Read,2023-6-29-09:28:11,2055.8
5151,Write,2023-6-29-09:28:11,2055.8
5152,Read,2023-6-29-09:28:12,2055.5
5153,Write,2023-6-29-09:28:12,2056.0
5154,Read,2023-6-29-09:28:12,2056.1
5155,Write,2023-6-29-09:28:12,2055.2
5156,Read,2023-6-29-09:28:13,2055.6
5157,Write,2023-6-29-09:28:13,2055.9
5158,Read,2023-6-29-09:28:13,2055.6
5159,Write,2023-6-29-09:28:13,2055.7
5160,Read,2023-6-29-09:28:14,2055.5
5161,Write,2023-6-29-09:28:14,2055.6
5162,Read,2023-6-29-09:28:14,2056.4
5163,Write,2023-6-29-09:28:14,2056.2
5164,Read,2023-6-29-09:28:15,2055.8
5165,Write,2023-6-29-09:28:15,2055.5
5166,Read,2023-6-29-09:28:15,2055.4
5167,Write,2023-6-29-09:28:15,2056.0
5168,Read,2023-6-29-09:28:16,2055.7
5169,Write,2023-6-29-09:28:16,2055.0
5170,Read,2023-6-29-09:28:16,2055.7
5171,Write,2023-6-29-09:28:16,2056.2
5172,Read,2023-6-29-09:28:17,2056.4
5173,Write,2023-6-29-09:28:17,2056.0
5174,Read,2023-6-29-09:28:17,2055.6
5175,Write,2023-6-29-09:28:17,2055.9
5176,Read,2023-6-29-09:28:18,2055.7
5177,Write,2023-6-29-09:28:18,2055.5
5178,Read,2023-6-29-09:28:18,2055.6
5179,Write,2023-6-29-09:28:18,2055.5
5180,Read,2023-6-29-09:28:19,2056.0
5181,Write,2023-6-29-09:28:19,2055.8
5182,Read,2023-6-29-09:28:19,2056.0
5183,Write,2023-6-29-09:28:19,2056.1
5184,Read,2023-6-29-09:28:20,2055.6
5185,Write,2023-6-29-09:28:20,2055.3
5186,Read,2023-6-29-09:28:20,2056.3
5187,Write,2023-6-29-09:28:20,2056.3
5188,Read,2023-6-29-09:28:21,2055.5
5189,Write,2023-6-29-09:28:21,2056.2
5190,Read,2023-6-29-09:28:21,2055.6
5191,Write,2023-6-29-09:28:21,2055.2
5192,Read,2023-6-29-09:28:22,2055.8
5193,Write,2023-6-29-09:28:22,2056.0
5194,Read,2023-6-29-09:28:22,2056.6
5195,Write,2023-6-29-09:28:22,2055.5
5196,Read,2023-6-29-09:28:23,2055.3
5197,Write,2023-6-29-09:28:23,2055.5
5198,Read,2023-6-29-09:28:23,2056.0
5199,Write,2023-6-29-09:28:23,2056.5
5200,Read,2023-6-29-09:28:24,2056.5
5201,Write,2023-6-29-09:28:24,2055.7
5202,Read,2023-6-29-09:28:24,2055.7
5203,Write,2023-6-29-09:28:24,2055.8
5204,Read,2023-6-29-09:28:25,2056.3
5205,Write,2023-6-29-09:28:25,2056.4
5206,Read,2023-6-29-09:28:25,2055.6
5207,Write,2023-6-29-09:28:25,2055.8
5208,Read,2023-6-29-09:28:26,2056.2
5209,Write,2023-6-29-09:28:26,2055.9
5210,Read,2023-6-29-09:28:26,2055.9
5211,Write,2023-6-29-09:28:26,2055.8
5212,Read,2023-6-29-09:28:27,2056.0
5213,Write,2023-6-29-09:28:27,2055.6
5214,Read,2023-6-29-09:28:27,2056.1
5215,Write,2023-6-29-09:28:27,2056.3
5216,Read,2023-6-29-09:28:28,2055.6
5217,Write,2023-6-29-09:28:28,2055.5
5218,Read,2023-6-29-09:28:28,2055.6
5219,Write,2023-6-29-09:28:28,2056.1
5220,Read,2023-6-29-09:28:29,2055.7
5221,Write,2023-6-29-09:28:29,2055.6
5222,Read,2023-6-29-09:28:29,2056.6
5223,Write,2023-6-29-09:28:29,2056.6
5224,Read,2023-6-29-09:28:30,2055.9
5225,Write,2023-6-29-09:28:30,2055.4
5226,Read,2023-6-29-09:28:30,2055.6
5227,Write,2023-6-29-09:28:30,2055.4
5228,Read,2023-6-29-09:28:31,2056.7
5229,Write,2023-6-29-09:28:31,2055.7
5230,Read,2023-6-29-09:28:31,2055.4
5231,Write,2023-6-29-09:28:31,2056.2
5232,Read,2023-6-29-09:28:32,2055.9
5233,Write,2023-6-29-09:28:32,2056.1
5234,Read,2023-6-29-09:28:32,2056.0
5235,Write,2023-6-29-09:28:32,2055.6
5236,Read,2023-6-29-09:28:33,2056.0
5237,Write,2023-6-29-09:28:33,2056.1
5238,Read,2023-6-29-09:28:33,2055.4
5239,Write,2023-6-29-09:28:33,2055.7
5240,Read,2023-6-29-09:28:34,2056.5
5241,Write,2023-6-29-09:28:34,2055.9
5242,Read,2023-6-29-09:28:34,2056.0
5243,Write,2023-6-29-09:28:34,2055.9
5244,Read,2023-6-29-09:28:35,2055.6
5245,Write,2023-6-29-09:28:35,2055.7
5246,Read,2023-6-29-09:28:35,2056.0
5247,Write,2023-6-29-09:28:35,2056.3
5248,Read,2023-6-29-09:28:36,2056.0
5249,Write,2023-6-29-09:28:36,2055.8
5250,Read,2023-6-29-09:28:36,2055.6
5251,Write,2023-6-29-09:28:36,2055.4
5252,Read,2023-6-29-09:28:37,2056.0
5253,Write,2023-6-29-09:28:37,2056.5
5254,Read,2023-6-29-09:28:37,2056.1
5255,Write,2023-6-29-09:28:37,2055.6
5256,Read,2023-6-29-09:28:38,2055.7
5257,Write,2023-6-29-09:28:38,2056.4
5258,Read,2023-6-29-09:28:38,2055.9
5259,Write,2023-6-29-09:28:38,2055.8
5260,Read,2023-6-29-09:28:39,2056.0
5261,Write,2023-6-29-09:28:39,2055.4
5262,Read,2023-6-29-09:28:39,2055.7
5263,Write,2023-6-29-09:28:39,2056.0
5264,Read,2023-6-29-09:28:40,2056.0
5265,Write,2023-6-29-09:28:40,2055.5
5266,Read,2023-6-29-09:28:40,2056.0
5267,Write,2023-6-29-09:28:40,2056.2
5268,Read,2023-6-29-09:28:41,2055.2
5269,Write,2023-6-29-09:28:41,2056.1
5270,Read,2023-6-29-09:28:41,2056.0
5271,Write,2023-6-29-09:28:41,2055.5
5272,Read,2023-6-29-09:28:42,2056.1
5273,Write,2023-6-29-09:28:42,2056.7
5274,Read,2023-6-29-09:28:42,2056.3
5275,Write,2023-6-29-09:28:42,2055.2
5276,Read,2023-6-29-09:28:43,2055.9
5277,Write,2023-6-29-09:28:43,2056.4
5278,Read,2023-6-29-09:28:43,2055.9
5279,Write,2023-6-29-09:28:43,2056.2
5280,Read,2023-6-29-09:28:44,2056.1
5281,Write,2023-6-29-09:28:44,2055.4
5282,Read,2023-6-29-09:28:44,2056.1
5283,Write,2023-6-29-09:28:44,2056.0
5284,Read,2023-6-29-09:28:45,2055.4
5285,Write,2023-6-29-09:28:45,2055.4
5286,Read,2023-6-29-09:28:45,2056.0
5287,Write,2023-6-29-09:28:45,2056.4
5288,Read,2023-6-29-09:28:45,2055.9
5289,Write,2023-6-29-09:28:46,2055.9
5290,Read,2023-6-29-09:28:46,2056.6
5291,Write,2023-6-29-09:28:46,2056.0
5292,Read,2023-6-29-09:28:46,2055.5
5293,Write,2023-6-29-09:28:47,2056.6
5294,Read,2023-6-29-09:28:47,2056.3
5295,Write,2023-6-29-09:28:47,2055.7
5296,Read,2023-6-29-09:28:47,2056.2
5297,Write,2023-6-29-09:28:48,2056.4
5298,Read,2023-6-29-09:28:48,2056.2
5299,Write,2023-6-29-09:28:48,2055.5
5300,Read,2023-6-29-09:28:48,2056.0
5301,Write,2023-6-29-09:28:49,2056.5
5302,Read,2023-6-29-09:28:49,2056.2
5303,Write,2023-6-29-09:28:49,2055.3
5304,Read,2023-6-29-09:28:49,2055.3
5305,Write,2023-6-29-09:28:50,2056.6
5306,Read,2023-6-29-09:28:50,2056.6
5307,Write,2023-6-29-09:28:50,2056.0
5308,Read,2023-6-29-09:28:50,2055.4
5309,Write,2023-6-29-09:28:51,2055.9
5310,Read,2023-6-29-09:28:51,2056.2
5311,Write,2023-6-29-09:28:51,2055.3
5312,Read,2023-6-29-09:28:51,2055.5
5313,Write,2023-6-29-09:28:52,2056.1
5314,Read,2023-6-29-09:28:52,2056.0
5315,Write,2023-6-29-09:28:52,2055.7
5316,Read,2023-6-29-09:28:52,2056.2
5317,Write,2023-6-29-09:28:53,2056.0
5318,Read,2023-6-29-09:28:53,2055.7
5319,Write,2023-6-29-09:28:53,2055.8
5320,Read,2023-6-29-09:28:53,2056.6
5321,Write,2023-6-29-09:28:54,2056.0
5322,Read,2023-6-29-09:28:54,2055.3
5323,Write,2023-6-29-09:28:54,2056.0
5324,Read,2023-6-29-09:28:54,2056.3
5325,Write,2023-6-29-09:28:55,2055.9
5326,Read,2023-6-29-09:28:55,2055.5
5327,Write,2023-6-29-09:28:55,2056.2
5328,Read,2023-6-29-09:28:55,2056.6
5329,Write,2023-6-29-09:28:56,2056.1
5330,Read,2023-6-29-09:28:56,2055.4
5331,Write,2023-6-29-09:28:56,2055.6
5332,Read,2023-6-29-09:28:56,2056.7
5333,Write,2023-6-29-09:28:57,2056.5
5334,Read,2023-6-29-09:28:57,2055.6
5335,Write,2023-6-29-09:28:57,2055.5
5336,Read,2023-6-29-09:28:57,2055.6
5337,Write,2023-6-29-09:28:58,2056.4
5338,Read,2023-6-29-09:28:58,2056.4
5339,Write,2023-6-29-09:28:58,2056.1
5340,Read,2023-6-29-09:28:58,2055.8
5341,Write,2023-6-29-09:28:59,2055.9
5342,Read,2023-6-29-09:28:59,2056.2
5343,Write,2023-6-29-09:28:59,2056.1
5344,Read,2023-6-29-09:28:59,2056.6
5345,Write,2023-6-29-09:29:00,2055.5
5346,Read,2023-6-29-09:29:00,2055.2
5347,Write,2023-6-29-09:29:00,2056.1
5348,Read,2023-6-29-09:29:00,2055.7
5349,Write,2023-6-29-09:29:01,2055.7
5350,Read,2023-6-29-09:29:01,2056.2
5351,Write,2023-6-29-09:29:01,2055.6
5352,Read,2023-6-29-09:29:01,2055.6
5353,Write,2023-6-29-09:29:02,2056.0
5354,Read,2023-6-29-09:29:02,2056.5
5355,Write,2023-6-29-09:29:02,2055.7
5356,Read,2023-6-29-09:29:02,2055.4
5357,Write,2023-6-29-09:29:03,2054.8
5358,Read,2023-6-29-09:29:03,2055.5
5359,Write,2023-6-29-09:29:03,2057.0
5360,Read,2023-6-29-09:29:03,2055.9
5361,Write,2023-6-29-09:29:04,2054.9
5362,Read,2023-6-29-09:29:04,2056.4
5363,Write,2023-6-29-09:29:04,2056.4
5364,Read,2023-6-29-09:29:04,2055.7
5365,Write,2023-6-29-09:29:05,2056.4
5366,Read,2023-6-29-09:29:05,2051.5
5367,Write,2023-6-29-09:29:05,2055.6
5368,Read,2023-6-29-09:29:05,2059.8
5369,Write,2023-6-29-09:29:06,2055.5
5370,Read,2023-6-29-09:29:06,2055.6
5371,Write,2023-6-29-09:29:06,2056.0
5372,Read,2023-6-29-09:29:06,2056.1
5373,Write,2023-6-29-09:29:07,2055.6
5374,Read,2023-6-29-09:29:07,2056.1
5375,Write,2023-6-29-09:29:07,2056.2
5376,Read,2023-6-29-09:29:07,2055.6
5377,Write,2023-6-29-09:29:08,2056.0
5378,Read,2023-6-29-09:29:08,2055.9
5379,Write,2023-6-29-09:29:08,2055.5
5380,Read,2023-6-29-09:29:08,2056.1
5381,Write,2023-6-29-09:29:09,2055.8
5382,Read,2023-6-29-09:29:09,2056.2
5383,Write,2023-6-29-09:29:09,2056.2
5384,Read,2023-6-29-09:29:09,2055.7
5385,Write,2023-6-29-09:29:10,2055.8
5386,Read,2023-6-29-09:29:10,2056.2
5387,Write,2023-6-29-09:29:10,2056.3
5388,Read,2023-6-29-09:29:10,2055.5
5389,Write,2023-6-29-09:29:11,2055.5
5390,Read,2023-6-29-09:29:11,2056.0
5391,Write,2023-6-29-09:29:11,2056.1
5392,Read,2023-6-29-09:29:11,2056.5
5393,Write,2023-6-29-09:29:12,2054.9
5394,Read,2023-6-29-09:29:12,2055.4
5395,Write,2023-6-29-09:29:12,2056.7
5396,Read,2023-6-29-09:29:12,2056.2
5397,Write,2023-6-29-09:29:13,2055.6
5398,Read,2023-6-29-09:29:13,2055.4
5399,Write,2023-6-29-09:29:13,2054.8
5400,Read,2023-6-29-09:29:13,2055.9
5401,Write,2023-6-29-09:29:14,2055.8
5402,Read,2023-6-29-09:29:14,2056.0
5403,Write,2023-6-29-09:29:14,2055.3
5404,Read,2023-6-29-09:29:14,2055.9
5405,Write,2023-6-29-09:29:15,2055.9
5406,Read,2023-6-29-09:29:15,2055.4
5407,Write,2023-6-29-09:29:15,2055.9
5408,Read,2023-6-29-09:29:15,2056.1
5409,Write,2023-6-29-09:29:16,2056.6
5410,Read,2023-6-29-09:29:16,2055.9
5411,Write,2023-6-29-09:29:16,2055.9
5412,Read,2023-6-29-09:29:16,2055.8
5413,Write,2023-6-29-09:29:17,2055.5
5414,Read,2023-6-29-09:29:17,2056.1
5415,Write,2023-6-29-09:29:17,2055.5
5416,Read,2023-6-29-09:29:17,2055.9
5417,Write,2023-6-29-09:29:18,2056.2
5418,Read,2023-6-29-09:29:18,2055.8
5419,Write,2023-6-29-09:29:18,2055.9
5420,Read,2023-6-29-09:29:18,2055.9
5421,Write,2023-6-29-09:29:19,2055.8
5422,Read,2023-6-29-09:29:19,2056.0
5423,Write,2023-6-29-09:29:19,2055.5
5424,Read,2023-6-29-09:29:19,2055.3
5425,Write,2023-6-29-09:29:20,2055.2
5426,Read,2023-6-29-09:29:20,2056.2
5427,Write,2023-6-29-09:29:20,2056.3
5428,Read,2023-6-29-09:29:20,2055.5
5429,Write,2023-6-29-09:29:21,2055.3
5430,Read,2023-6-29-09:29:21,2056.1
5431,Write,2023-6-29-09:29:21,2055.4
5432,Read,2023-6-29-09:29:21,2055.5
5433,Write,2023-6-29-09:29:22,2056.0
5434,Read,2023-6-29-09:29:22,2055.9
5435,Write,2023-6-29-09:29:22,2056.1
5436,Read,2023-6-29-09:29:22,2056.0
5437,Write,2023-6-29-09:29:23,2055.5
5438,Read,2023-6-29-09:29:23,2055.3
5439,Write,2023-6-29-09:29:23,2056.2
5440,Read,2023-6-29-09:29:23,2056.2
5441,Write,2023-6-29-09:29:24,2055.9
5442,Read,2023-6-29-09:29:24,2056.4
5443,Write,2023-6-29-09:29:24,2055.6
5444,Read,2023-6-29-09:29:24,2056.3
5445,Write,2023-6-29-09:29:25,2056.0
5446,Read,2023-6-29-09:29:25,2056.1
5447,Write,2023-6-29-09:29:25,2056.7
5448,Read,2023-6-29-09:29:25,2055.4
5449,Write,2023-6-29-09:29:26,2055.9
5450,Read,2023-6-29-09:29:26,2056.5
5451,Write,2023-6-29-09:29:26,2055.8
5452,Read,2023-6-29-09:29:26,2056.4
5453,Write,2023-6-29-09:29:27,2055.9
5454,Read,2023-6-29-09:29:27,2055.8
5455,Write,2023-6-29-09:29:27,2056.1
5456,Read,2023-6-29-09:29:27,2056.2
5457,Write,2023-6-29-09:29:28,2056.2
5458,Read,2023-6-29-09:29:28,2056.0
5459,Write,2023-6-29-09:29:28,2056.1
5460,Read,2023-6-29-09:29:28,2055.5
5461,Write,2023-6-29-09:29:29,2055.2
5462,Read,2023-6-29-09:29:29,2056.3
5463,Write,2023-6-29-09:29:29,2056.0
5464,Read,2023-6-29-09:29:29,2056.0
5465,Write,2023-6-29-09:29:30,2055.8
5466,Read,2023-6-29-09:29:30,2053.1
5467,Write,2023-6-29-09:29:30,2056.2
5468,Read,2023-6-29-09:29:30,2058.6
5469,Write,2023-6-29-09:29:31,2056.0
5470,Read,2023-6-29-09:29:31,2055.6
5471,Write,2023-6-29-09:29:31,2055.6
5472,Read,2023-6-29-09:29:31,2056.3
5473,Write,2023-6-29-09:29:32,2055.7
5474,Read,2023-6-29-09:29:32,2055.5
5475,Write,2023-6-29-09:29:32,2056.3
5476,Read,2023-6-29-09:29:32,2056.5
5477,Write,2023-6-29-09:29:33,2055.8
5478,Read,2023-6-29-09:29:33,2055.3
5479,Write,2023-6-29-09:29:33,2056.1
5480,Read,2023-6-29-09:29:33,2055.8
5481,Write,2023-6-29-09:29:34,2055.6
5482,Read,2023-6-29-09:29:34,2055.9
5483,Write,2023-6-29-09:29:34,2055.8
5484,Read,2023-6-29-09:29:34,2055.9
5485,Write,2023-6-29-09:29:35,2055.4
5486,Read,2023-6-29-09:29:35,2056.1
5487,Write,2023-6-29-09:29:35,2056.4
5488,Read,2023-6-29-09:29:35,2055.6
5489,Write,2023-6-29-09:29:36,2055.8
5490,Read,2023-6-29-09:29:36,2055.5
5491,Write,2023-6-29-09:29:36,2055.8
5492,Read,2023-6-29-09:29:36,2056.5
5493,Write,2023-6-29-09:29:37,2055.6
5494,Read,2023-6-29-09:29:37,2055.7
5495,Write,2023-6-29-09:29:37,2055.6
5496,Read,2023-6-29-09:29:37,2055.9
5497,Write,2023-6-29-09:29:38,2055.6
5498,Read,2023-6-29-09:29:38,2055.3
5499,Write,2023-6-29-09:29:38,2056.2
5500,Read,2023-6-29-09:29:38,2056.0
5501,Write,2023-6-29-09:29:39,2056.3
5502,Read,2023-6-29-09:29:39,2055.7
5503,Write,2023-6-29-09:29:39,2055.2
5504,Read,2023-6-29-09:29:39,2055.9
5505,Write,2023-6-29-09:29:40,2055.9
5506,Read,2023-6-29-09:29:40,2056.2
5507,Write,2023-6-29-09:29:40,2056.3
5508,Read,2023-6-29-09:29:40,2055.7
5509,Write,2023-6-29-09:29:41,2055.6
5510,Read,2023-6-29-09:29:41,2055.7
5511,Write,2023-6-29-09:29:41,2056.2
5512,Read,2023-6-29-09:29:41,2056.4
5513,Write,2023-6-29-09:29:42,2055.8
5514,Read,2023-6-29-09:29:42,2055.7
5515,Write,2023-6-29-09:29:42,2055.5
5516,Read,2023-6-29-09:29:42,2055.8
5517,Write,2023-6-29-09:29:43,2056.1
5518,Read,2023-6-29-09:29:43,2055.7
5519,Write,2023-6-29-09:29:43,2055.9
5520,Read,2023-6-29-09:29:43,2055.4
5521,Write,2023-6-29-09:29:44,2055.5
5522,Read,2023-6-29-09:29:44,2056.1
5523,Write,2023-6-29-09:29:44,2056.0
5524,Read,2023-6-29-09:29:44,2056.5
5525,Write,2023-6-29-09:29:44,2055.6
5526,Read,2023-6-29-09:29:45,2055.3
5527,Write,2023-6-29-09:29:45,2055.5
5528,Read,2023-6-29-09:29:45,2056.2
5529,Write,2023-6-29-09:29:45,2055.7
5530,Read,2023-6-29-09:29:46,2055.3
5531,Write,2023-6-29-09:29:46,2055.0
5532,Read,2023-6-29-09:29:46,2055.8
5533,Write,2023-6-29-09:29:46,2056.8
5534,Read,2023-6-29-09:29:47,2056.5
5535,Write,2023-6-29-09:29:47,2056.2
5536,Read,2023-6-29-09:29:47,2055.9
5537,Write,2023-6-29-09:29:47,2055.7
5538,Read,2023-6-29-09:29:48,2055.9
5539,Write,2023-6-29-09:29:48,2056.5
5540,Read,2023-6-29-09:29:48,2055.5
5541,Write,2023-6-29-09:29:48,2055.8
5542,Read,2023-6-29-09:29:49,2055.7
5543,Write,2023-6-29-09:29:49,2055.9
5544,Read,2023-6-29-09:29:49,2056.3
5545,Write,2023-6-29-09:29:49,2055.3
5546,Read,2023-6-29-09:29:50,2055.7
5547,Write,2023-6-29-09:29:50,2056.2
5548,Read,2023-6-29-09:29:50,2055.9
5549,Write,2023-6-29-09:29:50,2055.7
5550,Read,2023-6-29-09:29:51,2055.5
5551,Write,2023-6-29-09:29:51,2055.5
5552,Read,2023-6-29-09:29:51,2055.5
5553,Write,2023-6-29-09:29:51,2055.6
5554,Read,2023-6-29-09:29:52,2056.2
5555,Write,2023-6-29-09:29:52,2056.2
5556,Read,2023-6-29-09:29:52,2055.8
5557,Write,2023-6-29-09:29:52,2055.8
5558,Read,2023-6-29-09:29:53,2056.1
5559,Write,2023-6-29-09:29:53,2055.5
5560,Read,2023-6-29-09:29:53,2056.3
5561,Write,2023-6-29-09:29:53,2056.7
5562,Read,2023-6-29-09:29:54,2055.5
5563,Write,2023-6-29-09:29:54,2055.6
5564,Read,2023-6-29-09:29:54,2056.1
5565,Write,2023-6-29-09:29:54,2055.5
5566,Read,2023-6-29-09:29:55,2056.0
5567,Write,2023-6-29-09:29:55,2056.3
5568,Read,2023-6-29-09:29:55,2055.8
5569,Write,2023-6-29-09:29:55,2055.5
5570,Read,2023-6-29-09:29:56,2056.2
5571,Write,2023-6-29-09:29:56,2056.0
5572,Read,2023-6-29-09:29:56,2055.6
5573,Write,2023-6-29-09:29:56,2055.8
5574,Read,2023-6-29-09:29:57,2055.7
5575,Write,2023-6-29-09:29:57,2055.3
5576,Read,2023-6-29-09:29:57,2055.9
5577,Write,2023-6-29-09:29:57,2056.3
5578,Read,2023-6-29-09:29:58,2055.1
5579,Write,2023-6-29-09:29:58,2055.6
5580,Read,2023-6-29-09:29:58,2056.1
5581,Write,2023-6-29-09:29:58,2055.7
5582,Read,2023-6-29-09:29:59,2056.0
5583,Write,2023-6-29-09:29:59,2056.0
5584,Read,2023-6-29-09:29:59,2055.9
5585,Write,2023-6-29-09:29:59,2055.5
5586,Read,2023-6-29-09:30:00,2055.7
5587,Write,2023-6-29-09:30:00,2055.6
5588,Read,2023-6-29-09:30:00,2055.2
5589,Write,2023-6-29-09:30:00,2056.2
5590,Read,2023-6-29-09:30:01,2056.2
5591,Write,2023-6-29-09:30:01,2055.1
5592,Read,2023-6-29-09:30:01,2055.9
5593,Write,2023-6-29-09:30:01,2056.5
5594,Read,2023-6-29-09:30:02,2056.1
5595,Write,2023-6-29-09:30:02,2056.1
5596,Read,2023-6-29-09:30:02,2055.9
5597,Write,2023-6-29-09:30:02,2055.7
5598,Read,2023-6-29-09:30:03,2055.7
5599,Write,2023-6-29-09:30:03,2055.8
5600,Read,2023-6-29-09:30:03,2055.8
5601,Write,2023-6-29-09:30:03,2055.9
5602,Read,2023-6-29-09:30:04,2056.3
5603,Write,2023-6-29-09:30:04,2056.1
5604,Read,2023-6-29-09:30:04,2055.5
5605,Write,2023-6-29-09:30:04,2055.3
5606,Read,2023-6-29-09:30:05,2055.9
5607,Write,2023-6-29-09:30:05,2056.0
5608,Read,2023-6-29-09:30:05,2055.7
5609,Write,2023-6-29-09:30:05,2055.6
5610,Read,2023-6-29-09:30:06,2055.9
5611,Write,2023-6-29-09:30:06,2055.8
5612,Read,2023-6-29-09:30:06,2056.1
5613,Write,2023-6-29-09:30:06,2055.9
5614,Read,2023-6-29-09:30:07,2055.9
5615,Write,2023-6-29-09:30:07,2056.2
5616,Read,2023-6-29-09:30:07,2055.7
5617,Write,2023-6-29-09:30:07,2055.5
5618,Read,2023-6-29-09:30:08,2055.8
5619,Write,2023-6-29-09:30:08,2055.5
5620,Read,2023-6-29-09:30:08,2055.9
5621,Write,2023-6-29-09:30:08,2055.5
5622,Read,2023-6-29-09:30:09,2055.7
5623,Write,2023-6-29-09:30:09,2055.4
